anger,disgust,happy,surprise,sad,neutrial,result
0.699192297276085,0.12998775260386786,0.24351666061744345,0.31361010740558853,0.10572121661642314,0.15721486529111955,1
0.6578926368678488,0.1653922014751263,0.2189957345614779,0.3072486368136646,0.1519462152288884,0.18831456880547998,1
0.6625557833253348,0.1777410048215672,0.28270752264116045,0.365872122187603,0.11761114574043305,0.17063825096511748,1
0.6591124992515255,0.15261866850318206,0.2994455271480758,0.3412980894234464,0.12519629990231126,0.12174504758111068,1
0.6946154277234421,0.10890209948872165,0.2007131489878351,0.3870039949459041,0.1621788413377641,0.11009059564937779,1
0.6462929721405363,0.19343218434815565,0.21566123872104084,0.31086803681826924,0.12991972693354076,0.19995905021747018,1
0.6146959428514635,0.17527563863562345,0.297051129791843,0.37026123660743154,0.16122271050470477,0.11490346901459186,1
0.6776006286747343,0.19156503669593897,0.21132047612804528,0.3252358667671435,0.12121673372834739,0.1718848285663513,1
0.6294173420726946,0.10875125214297426,0.25857403906221893,0.377078162684242,0.18247614002209783,0.17746614474880976,1
0.624964194908196,0.16430635709369318,0.26655537211366453,0.354962912705415,0.1768943722041544,0.16558502595071586,1
0.6745762385713693,0.13658834477142795,0.20070384266747532,0.3890215096425571,0.10920564575391287,0.14711142165630206,1
0.670473836527543,0.13068123204978332,0.2612948456256533,0.38307439889156397,0.1851693417652808,0.121170378261742,1
0.6056215934662289,0.11749818587256175,0.2967171813128767,0.3904661248553077,0.1891127150677453,0.13849217820670914,1
0.6080368891924245,0.13559242275055142,0.21512187563289306,0.36885362367415175,0.16834324799332312,0.1601337487974452,1
0.674965142771192,0.1513546315317228,0.27982851928328495,0.31811627915143653,0.14875955377655722,0.15836994063344192,1
0.68738957495114,0.18200926870811712,0.22365078731649252,0.3845500186451863,0.17131485115356387,0.17687358213761795,1
0.6619666360944225,0.14601028397585458,0.2913133772473832,0.3509511766798644,0.19386385275603235,0.17030083240259236,1
0.6982400000013632,0.19741171308226332,0.23067459634184512,0.3403903961143047,0.17820833118933727,0.1882203690898589,1
0.6697683790098705,0.16487504237594475,0.26179200775739453,0.3732031013737565,0.17055432292877115,0.12284577451344333,1
0.6593640224659404,0.1841804655369724,0.29891779164563037,0.35981924513196445,0.16826572553356162,0.19087010718670397,1
0.6400125357917845,0.12902975307913395,0.23451252553846202,0.30750356502970333,0.18493654299338913,0.18458418974127805,1
0.6437419844386388,0.13352666331532143,0.20679624751634973,0.3493399743585637,0.10101000646893293,0.1281843948314896,1
0.6705816416686959,0.12832674942675174,0.2552096576665767,0.34213213876155724,0.1370466798715916,0.16891011419905722,1
0.6087595438255422,0.14022415830649307,0.2693288451100312,0.32601717085769155,0.11557147390486044,0.1886861447211985,1
0.6841749050545063,0.13850246804201044,0.29182343513869297,0.3122793653004955,0.12529572222523122,0.13796618039059078,1
0.6584516585332502,0.12804667797620908,0.26728598613981547,0.34480717609264855,0.17358623694878444,0.16536269638881,1
0.6307876435181778,0.13465787474952676,0.20068273951734705,0.32437948890731055,0.17716794728720806,0.15910143260286846,1
0.6593685149236241,0.18823387833959904,0.29039920138810255,0.33525459650807105,0.13548612808779587,0.1580187105530088,1
0.6014290019227362,0.11442898077124342,0.22036258706208914,0.3853615172444791,0.18004555681172404,0.13123848358558765,1
0.6119025052149182,0.14370985667358094,0.2711564927009792,0.36851521748713245,0.13483242687305413,0.1270544766459887,1
0.6799346699839983,0.19195103613745618,0.24888777656264707,0.32405481653437085,0.190074235782848,0.17689672510484236,1
0.6649621320182119,0.1307757374511103,0.24776748918410377,0.3143846091222591,0.10068562382880962,0.18962642508204539,1
0.6838141266797398,0.10762793563937273,0.24126348162711275,0.364894899659239,0.11733552147225472,0.12198669015132868,1
0.6392369609082129,0.10079967097556775,0.29334452573517694,0.3118748975119344,0.14553059447068042,0.1181726601855242,1
0.6438176382507803,0.13573784599190292,0.27210309541141153,0.34575082004848334,0.12408900120298307,0.12133999676636088,1
0.6758465949103871,0.15418792940946074,0.244724457561463,0.35393346101916695,0.16584094417752832,0.16990471385720743,1
0.633382952665466,0.18079060310347136,0.238369767441993,0.3182997761206257,0.1318318521612577,0.1921708681563971,1
0.6538415287038769,0.15385172008921508,0.24047472139873444,0.36452663679245256,0.1624337487021206,0.14712697691214535,1
0.680850854419984,0.10027501955694636,0.26321859030655886,0.33152447342958025,0.14191551034512026,0.17730550056507727,1
0.6167823190266881,0.17138244660755253,0.2641722630865426,0.3155420508552207,0.1584349114847547,0.1883860649962785,1
0.6869032008553367,0.19708810468537097,0.2610760543594661,0.304672281980663,0.13685036381965915,0.1404877419064675,1
0.6671442368721169,0.11605717020128328,0.21928842008676894,0.33589816923453963,0.1428857255579799,0.184344014531514,1
0.6516011166430816,0.18348045573209498,0.28612768681611817,0.35649664576631335,0.16864023807785455,0.15713935594459133,1
0.6968827422265743,0.1730848270622103,0.23627016132393336,0.3880686256380573,0.11226897616546717,0.19587367496791433,1
0.6080111317849087,0.10101111171696434,0.20834527075295578,0.3832941772382159,0.15316567928521108,0.19890771326150963,1
0.6602547273179296,0.165417529560199,0.225792372515647,0.3883123068974691,0.10703136348403958,0.19211879126191353,1
0.6222432955128876,0.16189455738689446,0.2053697725359378,0.38079235170927794,0.10423884965071349,0.12097601379790232,1
0.6811638207207767,0.11412915588470707,0.2969381849889058,0.3717759045460059,0.15662144357401367,0.11306706853864724,1
0.6971808097157447,0.19087370581583893,0.26228244043199567,0.3432943544281482,0.1865455021901859,0.12183880790107005,1
0.6706426272929393,0.19022180739470435,0.21471052506513527,0.3199333666610538,0.1748292468595437,0.1816814873824169,1
0.6409124026453299,0.15989146696407222,0.20660315929823309,0.3027035018730883,0.11154943005516094,0.13263836400759546,1
0.6905559258448187,0.10293655071526275,0.2536525150335665,0.3914913992823707,0.11793894573346901,0.14252411321242806,1
0.6886700453274784,0.10023969768704306,0.28418996719350187,0.3828977217870466,0.12908668055010725,0.15709279374030088,1
0.6922585902044697,0.18006997104396627,0.2696150972323381,0.3523759549721164,0.16079545967319525,0.18633197599230364,1
0.6165297791400114,0.14314800057873797,0.22983395621092484,0.3413430253817147,0.1421067471123374,0.16907116785113274,1
0.6356642241083923,0.14145851396272965,0.21829940296711453,0.3199701403791041,0.14065115678570755,0.11739514801724782,1
0.6276166782381427,0.13010415451356216,0.27954320559947243,0.30952299159083685,0.1797620089187825,0.1731218432878485,1
