anger,disgust,happy,surprise,sad,neutrial,result
0.6639426798457884,0.1025010755222667,0.22750293183691192,0.3223210738148823,0.17364712141640126,0.17090295386806204,1
0.6892179567704845,0.10869388326294162,0.24219218196852704,0.302979721943807,0.12186379748036034,0.15548197592930263,1
0.6026535969683864,0.11988376506866485,0.26498844377795233,0.35449414806032165,0.12204406220406967,0.1630339115488318,1
0.6809430456677826,0.10064987596780611,0.2805819251832808,0.3698139394988227,0.1340250516517992,0.12399315498306035,1
0.695721307220678,0.13365945451126268,0.2092745843380148,0.3096716376833464,0.184749436634746,0.1643353428230202,1
0.680712827327438,0.17297317866938178,0.2536228091454701,0.39731157639793707,0.13785343772083536,0.15968365681459043,1
0.6829404664252995,0.1618519752364246,0.2861706900310777,0.3577352145256762,0.17045718362149237,0.1141241945290096,1
0.6227898275651547,0.12893879636021072,0.20797919769236276,0.323279088636103,0.11010014294097292,0.1350176242799083,1
0.66356844442644,0.13648321789700843,0.23701809671168828,0.3209507030771488,0.12669778220491135,0.1942989128941245,1
0.6648035385246593,0.16091310056669883,0.2171138648198097,0.37291267979503495,0.11634024937619285,0.1441509897581883,1
0.6989523350636595,0.16399997598540927,0.25569497437746463,0.3684614250989875,0.18428519201898097,0.17983999203916204,1
0.6229048071964104,0.10321002439040378,0.23154530480590818,0.32677408759757026,0.12109828435863265,0.1948618742901549,1
0.6876367626472668,0.1314677880798478,0.265543866529488,0.33956319010606645,0.19145475897405437,0.1512966667328659,1
0.6264880166498052,0.12466275076939835,0.25613681341631506,0.32627416085229355,0.15845859902235407,0.19080405952422294,1
0.6399400505140397,0.12193207591572834,0.299753760649511,0.3509526293676465,0.10909094121737939,0.11424047378822612,1
0.6109649130350658,0.162744604170309,0.2792079364362964,0.3422159966799684,0.10635277061519571,0.14434573578558832,1
0.6996121380240097,0.1529114345099137,0.2971078377613618,0.3860779702234498,0.10114810219428197,0.17486496374241753,1
0.6681710369026574,0.15369703304087953,0.2266825189952543,0.3640961798579808,0.11115521735958765,0.14912887256021945,1
0.6453723706329206,0.19538159275210804,0.2875852940378194,0.3263389050751091,0.15005861130502984,0.12607866924771183,1
0.691262783934482,0.1870518569836767,0.22984447914486328,0.3638949494866005,0.16089702114381724,0.12375553416946714,1
0.6762510800075151,0.15393790301196258,0.2778626478630558,0.3530353672195178,0.10005718961279436,0.1391740451304206,1
0.6019476742385832,0.19290986162646173,0.28787218778231843,0.38316655293611795,0.13075141254026615,0.11521326498447688,1
0.687800959920404,0.1946949445297994,0.20856534520678788,0.3485990463316614,0.10692125184683837,0.17845419487315084,1
0.6765834429306987,0.11283914644997628,0.24752823780987313,0.3549803593494944,0.12650566289400592,0.18851897369767318,1
0.6423137940200887,0.12117982054420821,0.25392960887794586,0.3729931069089976,0.1201151063389696,0.13805446621708056,1
0.6995149356660895,0.16498780576394534,0.2438100083914504,0.35175758410355906,0.11210041958682658,0.13022276033284017,1
0.6338085562147455,0.15883087184572334,0.2230114732596577,0.32202173844515597,0.10709930860090326,0.1667992661543089,1
0.6228941783811154,0.1905420013006128,0.28596354002537466,0.3070857349888653,0.12380046343689953,0.17020800004666525,1
0.6214236807370438,0.1132311848725025,0.2935514240580671,0.35710430933252846,0.14726710263117943,0.18061574818616782,1
0.6807496997766643,0.11904099143618778,0.20969308142288234,0.3431051182406378,0.1423578623019921,0.15203222012330075,1
0.672907584945985,0.16733645472933018,0.2984165211365966,0.3098417871151959,0.14026212821022688,0.1405372344855467,1
0.6861672536352791,0.12486563339202857,0.21902089084408116,0.3448613547833132,0.14218816398344042,0.13506906302002464,1
0.62498064478821,0.19232655992760128,0.2443130745053457,0.3861349104761831,0.1550325312449848,0.1145529496572393,1
0.6999282468412726,0.1836027585079952,0.2968996257284751,0.39263669830081277,0.18486957344143057,0.12496799995435226,1
0.6485641125450718,0.12137472991991817,0.24010402925494526,0.3058635399972179,0.1378973118976916,0.19867779594017534,1
0.6265203058172152,0.17840706019485694,0.24550083673391432,0.34230074859901627,0.19573176408596732,0.19958804205434427,1
0.6555768323405617,0.1718408275296326,0.21547968252740643,0.3296707825494564,0.1968709364969159,0.16212622617346306,1
0.6542195201374273,0.17479755603790642,0.20571652729074832,0.35841775944589715,0.15028503829195136,0.1867447902843457,1
0.6157432727939482,0.19607789032744505,0.2080111465240587,0.3185824960980723,0.1595035106450028,0.17076912982436812,1
0.6235203895000931,0.11198866139471242,0.2890287314129437,0.32462153477886246,0.15945191535334413,0.1657443359298893,1
0.6419224915335873,0.15836722892912247,0.2522782715531959,0.3934706257736427,0.12042591994235365,0.17445726207104734,1
0.6238685952615846,0.13957858467912546,0.26716902229599715,0.3299997079798762,0.1316177196271854,0.1776678043172962,1
0.6072543114493157,0.14582855226185862,0.2998454440854442,0.3996096447855095,0.10732607210996331,0.12918388810403364,1
0.6265200414750401,0.1933259377993709,0.28808641736864393,0.38792702424845427,0.1369527088738884,0.12419721491215088,1
0.6833744954639807,0.17035399250873712,0.261167776572595,0.39872330636315045,0.16539763177107325,0.11070407964369422,1
0.6817104135115462,0.1299378752199978,0.26633887149660773,0.3938930003927104,0.11342911143933677,0.1203885803377192,1
